No.,级别,词语,拼音,词性
5947,高等,拍卖,pāimài,动
5948,五级,拍摄,pāishè,动
5949,高等,拍戏,pāi∥xì,
5950,四级,拍照,pāi∥zhào,
5951,二级,排,pái,名、量
5952,三级,排（动）,pái,动
5953,高等,排斥,páichì,动
5954,五级,排除,páichú,动
5955,二级,排队,pái∥duì,
5956,高等,排放,páifàng,动
5957,六级,排行榜,páihángbǎng,名
5958,高等,排练,páiliàn,动
5959,四级,排列,páiliè,动
5960,三级,排名,pái∥míng,
5961,二级,排球,páiqiú,名
5962,高等,徘徊,páihuái,动
5963,四级,牌,pái,名
5964,高等,牌照,páizhào,名
5965,三级,牌子,páizi,名
5966,三级,派,pài,动、名
5967,高等,派别,pàibié,名
5968,六级,派出,pàichū,
5969,高等,派遣,pàiqiǎn,动
5970,高等,攀,pān,动
5971,高等,攀升,pānshēng,动
5972,四级,盘,pán,名、量
5973,高等,盘（动）,pán,动
5974,高等,盘算,pánsuan,动
5975,四级,盘子,pánzi,名
5976,六级,判,pàn,动
5977,高等,判处,pànchǔ,动
5978,高等,判定,pàndìng,动
5979,三级,判断,pànduàn,动、名
5980,高等,判决,pànjué,动
5981,高等,盼,pàn,动
5982,六级,盼望,pànwàng,动
5983,高等,叛逆,pànnì,动、名
5984,高等,庞大,pángdà,形
5985,五级,旁,páng,名、代
5986,一级,旁边,pángbiān,名
5987,高等,旁观,pángguān,动
5988,三级,胖,pàng,形
5989,四级,胖子,pàngzi,名
5990,高等,抛,pāo,动
5991,高等,抛开,pāokāi,
5992,高等,抛弃,pāoqì,动
5993,高等,刨,páo,动
5994,一级,跑,pǎo,动
5995,三级,跑步,pǎo∥bù,
5996,高等,跑车,pǎochē,名
5997,高等,跑道,pǎodào,名
5998,高等,跑龙套,pǎo lóngtào,
5999,六级,泡,pào,动、名
6000,高等,泡沫,pàomò,名
6001,六级,炮,pào,名
6002,高等,胚胎,pēitāi,名
6003,五级,陪,péi,动
6004,高等,陪伴,péibàn,动
6005,六级,陪同,péitóng,动
6006,高等,陪葬,péizàng,动
6007,四级,培训,péixùn,动
6008,四级,培训班,péixùnbān,名
6009,四级,培养,péiyǎng,动
6010,四级,培育,péiyù,动
6011,五级,赔,péi,动
6012,五级,赔偿,péicháng,动
6013,高等,赔钱,péi∥qián,
6014,高等,佩服,pèi·fú,动
6015,三级,配,pèi,动
6016,五级,配备,pèibèi,动
6017,三级,配合,pèihé,动
6018,高等,配件,pèijiàn,名
6019,高等,配偶,pèi’ǒu,名
6020,高等,配送,pèisòng,动
6021,五级,配套,pèi∥tào,
6022,高等,配音,pèi∥yīn,
6023,六级,配置,pèizhì,动
6024,五级,喷,pēn,动
6025,高等,喷泉,pēnquán,名
6026,五级,盆,pén,名
6027,高等,抨击,pēngjī,动
6028,高等,烹调,pēngtiáo,动
6029,一级,朋友,péngyou,名
6030,高等,蓬勃,péngbó,形
6031,高等,鹏程万里,péngchéng-wànlǐ,
6032,高等,膨胀,péngzhàng,动
6033,高等,捧,pěng,动
6034,高等,捧场,pěng∥chǎng,
6035,二级,碰,pèng,动
6036,二级,碰到,pèngdào,
6037,高等,碰钉子,pèng dīngzi,
6038,二级,碰见,pèng∥jiàn,
6039,高等,碰巧,pèngqiǎo,副
6040,高等,碰上,pèngshang,
6041,高等,批,pèngzhuàng,动
6042,四级,批,pī,动
6043,四级,批（量）,pī,量
6044,高等,批发,pīfā,动
6045,高等,批判,pīpàn,动
6046,三级,批评,pīpíng,动
6047,三级,批准,pīzhǔn,动
6048,五级,披,pī,动
6049,高等,披露,pīlù,动
6050,高等,劈,pī,动
6051,三级,皮,pí,名
6052,三级,皮包,píbāo,名
6053,高等,皮带,pídài,名
6054,五级,皮肤,pífū,名
6055,六级,皮球,píqiú,名
6056,五级,皮鞋,píxié,名
6057,高等,疲惫,píbèi,形
6058,高等,疲惫不堪,píbèi-bùkān,
6059,高等,疲倦,píjuàn,形
6060,高等,疲劳,píláo,形
6061,三级,啤酒,píjiǔ,名
6062,高等,脾,pí,名
6063,五级,脾气,píqi,名
6064,五级,匹,pǐ,量
6065,高等,匹配,pǐpèi,动
6066,高等,媲美,pìměi,动
6067,高等,僻静,pìjìng,形
6068,高等,譬如,pìrú,动
6069,高等,譬如说,pìrú shuō,
6070,高等,片子,piānzi,名
6071,六级,偏,piān,形、副
6072,高等,偏差,piānchā,名
6073,高等,偏方,piānfāng,名
6074,高等,偏见,piānjiàn,名
6075,高等,偏僻,piānpì,形
6076,高等,偏偏,piānpiān,副
6077,高等,偏向,piānxiàng,动、名
6078,高等,偏远,piānyuǎn,形
6079,二级,篇,piān,量
6080,高等,篇幅,piān·fú,名
6081,二级,便宜,piányi,形、名
6082,二级,片,piàn,量
6083,高等,片段,piànduàn,名
6084,四级,片面,piànmiàn,形
6085,五级,骗,piàn,动
6086,高等,骗人,piàn rén,
6087,五级,骗子,piànzi,名
6088,高等,漂,piāo,动
6089,高等,飘,piāo,动、形
6090,一级,票,piào,名
6091,高等,票房,piàofáng,名
6092,三级,票价,piàojià,名
6093,二级,漂亮,piàoliang,形
6094,高等,撇,piě,动、名
6095,五级,拼,pīn,动
6096,高等,拼搏,pīnbó,动
6097,高等,拼命,pīn∥mìng,
6098,高等,贫富,pín fù,
6099,六级,贫困,pínkùn,形
6100,高等,贫穷,pínqióng,形
6101,五级,频道,píndào,名
6102,五级,频繁,pínfán,形
6103,高等,频率,pínlǜ,名
6104,高等,频频,pínpín,副
6105,五级,品,pǐn,动
6106,五级,品（工艺品）,pǐn (gōngyìpǐn),后缀
6107,高等,品尝,pǐncháng,动
6108,高等,品德,pǐndé,名
6109,六级,品牌,pǐnpái,名
6110,高等,品位,pǐnwèi,名
6111,高等,品行,pǐnxíng,名
6112,四级,品质,pǐnzhì,名
6113,五级,品种,pǐnzhǒng,名
6114,高等,聘,pìn,动
6115,六级,聘请,pìnqǐng,动
6116,高等,聘任,pìnrèn,动
6117,高等,聘用,pìnyòng,动
6118,高等,乒乓球,pīngpāngqiú,名
6119,二级,平,píng,形
6120,二级,平安,píng’ān,形
6121,二级,平常,píngcháng,名、形
6122,高等,平常心,píngchángxīn,名
6123,高等,平淡,píngdàn,形
6124,二级,平等,píngděng,形
6125,六级,平凡,píngfán,形
6126,四级,平方,píngfāng,名、量
6127,六级,平方米,píngfāngmǐ,量
6128,高等,平和,pínghé,形、动
6129,六级,平衡,pínghéng,形
6130,高等,平价,píngjià,动、名
6131,四级,平静,píngjìng,形
6132,四级,平均,píngjūn,动、形
6133,高等,平面,píngmiàn,名
6134,高等,平民,píngmín,名
6135,高等,平日,píngrì,名
6136,二级,平时,píngshí,名
6137,六级,平台,píngtái,名
6138,五级,平坦,píngtǎn,形
6139,四级,平稳,píngwěn,形
6140,高等,平息,píngxī,动
6141,五级,平原,píngyuán,名
6142,六级,评,píng,动
6143,高等,评定,píngdìng,动
6144,五级,评估,pínggū,动、名
6145,三级,评价,píngjià,动、名
6146,五级,评论,pínglùn,动、名
6147,高等,评论员,pínglùnyuán,名
6148,高等,评判,píngpàn,动
6149,高等,评审,píngshěn,动
6150,高等,评委,píngwěi,名
6151,六级,评选,píngxuǎn,动
6152,三级,苹果,píngguǒ,名
6153,五级,凭,píng,动、介
6154,高等,凭借,píngjiè,动
6155,高等,凭着,píngzhe,
6156,高等,凭证,píngzhèng,名
6157,六级,屏幕,píngmù,名
6158,二级,瓶,píng,名、量
6159,高等,瓶颈,píngjǐng,名
6160,二级,瓶子,píngzi,名
6161,高等,萍水相逢,píngshuǐ-xiāngféng,
6162,六级,坡,pō,名
6163,五级,泼,pō,动
6164,高等,泼冷水,pō lěngshuǐ,
6165,高等,颇,pō,副
6166,高等,迫不及待,pòbùjídài,
6167,高等,迫害,pòhài,动
6168,四级,迫切,pòqiè,形
6169,高等,迫使,pòshǐ,动
6170,三级,破,pò,形、动
6171,高等,破案,pò∥àn,
6172,四级,破产,pò∥chǎn,
6173,高等,破除,pòchú,动
6174,三级,破坏,pòhuài,动
6175,高等,破解,pòjiě,动
6176,高等,破旧,pòjiù,形
6177,高等,破裂,pòliè,动
6178,高等,破灭,pòmiè,动
6179,高等,破碎,pòsuì,动
6180,高等,魄力,pòlì,名
6181,六级,扑,pū,动
6182,高等,扑克,pūkè,名
6183,高等,扑面而来,pūmiàn-érlái,
6184,六级,铺,pū,动
6185,高等,铺路,pū∥lù,
6186,高等,菩萨,pú·sà,名
6187,五级,葡萄,pútao,名
6188,五级,葡萄酒,pútaojiǔ,名
6189,高等,朴实,pǔshí,形
6190,高等,朴素,pǔsù,形
6191,三级,普遍,pǔbiàn,形
6192,三级,普及,pǔjí,动、形
6193,二级,普通,pǔtōng,形
6194,二级,普通话,pǔtōnghuà,名
6195,高等,普通人,pǔtōng rén,
6196,高等,谱,pǔ,动、名
6197,高等,瀑布,pùbù,名
6198,一级,七,qī,数
6199,高等,七嘴八舌,qīzuǐ-bāshé,
6200,高等,沏,qī,动
6201,四级,妻子,qīzi,名
6202,高等,凄凉,qīliáng,形
6203,三级,期,qī,量
6204,四级,期待,qīdài,动
6205,四级,期间,qījiān,名
6206,四级,期末,qīmò,名
6207,高等,期盼,qīpàn,动
6208,五级,期望,qīwàng,动
6209,四级,期限,qīxiàn,名
6210,四级,期中,qīzhōng,名
6211,六级,欺负,qīfu,动
6212,高等,欺骗,qīpiàn,动
6213,高等,欺诈,qīzhà,动
6214,高等,漆,qī,名、动
6215,三级,齐,qí,形、动
6216,五级,齐全,qíquán,形
6217,高等,齐心协力,qíxīn-xiélì,
6218,五级,其,qí,代
6219,三级,其次,qícì,代
6220,高等,其后,qíhòu,名
6221,高等,其间,qíjiān,名
6222,三级,其实,qíshí,副
6223,二级,其他,qítā,代
6224,四级,其余,qíyú,代
6225,二级,其中,qízhōng,名
6226,三级,奇怪,qíguài,形
6227,高等,奇花异草,qíhuā-yìcǎo,
6228,高等,奇迹,qíjì,名
6229,六级,奇妙,qímiào,形
6230,高等,奇特,qítè,形
6231,高等,歧视,qíshì,动
6232,高等,祈祷,qídǎo,动
6233,二级,骑,qí,动
6234,二级,骑车,qí chē,
6235,高等,棋,qí,名
6236,高等,棋子,qízǐ,名
6237,高等,旗袍,qípáo,名
6238,高等,旗帜,qízhì,名
6239,高等,乞丐,qǐgài,名
6240,高等,乞求,qǐqiú,动
6241,高等,乞讨,qǐtǎo,动
6242,高等,岂有此理,qǐyǒucǐlǐ,
6243,六级,企图,qǐtú,动、名
6244,四级,企业,qǐyè,名
6245,高等,启迪,qǐdí,动
6246,五级,启动,qǐdòng,动
6247,五级,启发,qǐfā,动、名
6248,高等,启蒙,qǐméng,动
6249,高等,启示,qǐshì,动、名
6250,五级,启事,qǐshì,名
6251,一级,起,qǐ,动
6252,高等,起步,qǐbù,动
6253,高等,起草,qǐ∥cǎo,
6254,高等,起程,qǐchéng,动
6255,高等,起初,qǐchū,名
6256,一级,起床,qǐ∥chuáng,
6257,五级,起到,qǐdào,
6258,六级,起点,qǐdiǎn,名
6259,二级,起飞,qǐfēi,动
6260,高等,起伏,qǐfú,动
6261,高等,起劲,qǐjìn,形
6262,一级,起来,qǐ∥·lái,
6263,五级,起码,qǐmǎ,形
6264,高等,起跑线,qǐpǎoxiàn,名
6265,六级,起诉,qǐsù,动
6266,高等,起源,qǐyuán,动、名
6267,二级,气,qì,动、名
6268,六级,气氛,qì·fēn,名
6269,高等,气愤,qìfèn,形
6270,高等,气管,qìguǎn,名
6271,三级,气候,qìhòu,名
6272,高等,气馁,qìněi,形
6273,高等,气派,qìpài,名、形
6274,高等,气泡,qìpào,名
6275,高等,气魄,qìpò,名
6276,四级,气球,qìqiú,名
6277,高等,气势,qìshì,名
6278,五级,气体,qìtǐ,名
6279,高等,气味,qìwèi,名
6280,二级,气温,qìwēn,名
6281,高等,气息,qìxī,名
6282,五级,气象,qìxiàng,名
6283,高等,气质,qìzhì,名
6284,高等,迄今,qìjīn,动
6285,高等,迄今为止,qìjīn-wéizhǐ,
6286,一级,汽车,qìchē,名
6287,四级,汽水,qìshuǐ,名
6288,四级,汽油,qìyóu,名
6289,高等,契机,qìjī,名
6290,高等,契约,qìyuē,名
6291,高等,器材,qìcái,名
6292,四级,器官,qìguān,名
6293,高等,器械,qìxiè,名
6294,高等,掐,qiā,动
6295,高等,卡,qiǎ,动
6296,高等,卡子,qiǎzi,名
6297,高等,洽谈,qiàtán,动
6298,六级,恰当,qiàdàng,形
6299,高等,恰到好处,qiàdào-hǎochù,
6300,六级,恰好,qiàhǎo,副
6301,六级,恰恰,qiàqià,副
6302,高等,恰恰相反,qiàqià xiāngfǎn,
6303,高等,恰巧,qiàqiǎo,副
6304,高等,恰如其分,qiàrú-qífèn,
6305,二级,千,qiān,数
6306,高等,千变万化,qiānbiàn-wànhuà,
6307,高等,千方百计,qiānfāng-bǎijì,
6308,高等,千家万户,qiānjiā-wànhù,
6309,高等,千军万马,qiānjūn-wànmǎ,
6310,高等,千钧一发,qiānjūn-yífà,
6311,二级,千克,qiānkè,量
6312,三级,千万,qiānwàn,副
6313,高等,迁,qiān,动
6314,高等,迁就,qiānjiù,动
6315,高等,迁移,qiānyí,动
6316,六级,牵,qiān,动
6317,高等,牵扯,qiānchě,动
6318,高等,牵挂,qiānguà,动
6319,高等,牵涉,qiānshè,动
6320,高等,牵头,qiān∥tóu,
6321,高等,牵制,qiānzhì,动
6322,高等,铅,qiān,名
6323,六级,铅笔,qiānbǐ,名
6324,六级,谦虚,qiānxū,形
6325,高等,签,qiānxùn,形
6326,五级,签,qiān,动
6327,高等,签（名）,qiān,名
6328,五级,签订,qiāndìng,动
6329,五级,签名,qiān∥míng,
6330,高等,签署,qiānshǔ,动
6331,五级,签约,qiān∥yuē,
6332,五级,签证,qiānzhèng,动、名
6333,五级,签字,qiān∥zì,
6334,一级,前,qián,名
6335,高等,前辈,qiánbèi,名
6336,一级,前边,qiánbian,名
6337,高等,前不久,qiánbùjiǔ,名
6338,六级,前方,qiánfāng,名
6339,高等,前赴后继,qiánfù-hòujì,
6340,三级,前后,qiánhòu,名
6341,三级,前进,qiánjìn,动
6342,五级,前景,qiánjǐng,名
6343,六级,前来,qiánlái,动
6344,三级,前面,qiánmiàn,名
6345,二级,前年,qiánnián,名
6346,高等,前期,qiánqī,名
6347,高等,前任,qiánrèn,名
6348,高等,前所未有,qiánsuǒwèiyǒu,
6349,高等,前台,qiántái,名
6350,五级,前提,qiántí,名
6351,一级,前天,qiántiān,名
6352,四级,前头,qiántou,名
6353,四级,前途,qiántú,名
6354,三级,前往,qiánwǎng,动
6355,高等,前无古人,qiánwúgǔrén,
6356,高等,前夕,qiánxī,名
6357,高等,前线,qiánxiàn,名
6358,高等,前沿,qiányán,名
6359,高等,前仰后合,qiányǎng-hòuhé,
6360,高等,前者,qiánzhě,名
6361,高等,虔诚,qiánchéng,形
6362,一级,钱,qián,名
6363,一级,钱包,qiánbāo,名
6364,高等,钱财,qiáncái,名
6365,高等,钳子,qiánzi,名
6366,六级,潜力,qiánlì,名
6367,高等,潜能,qiánnéng,名
6368,高等,潜水,qiánshuǐ,动
6369,高等,潜艇,qiántǐng,名
6370,高等,潜移默化,qiányí-mòhuà,
6371,高等,潜在,qiánzài,形
6372,四级,浅,qiǎn,形
6373,高等,谴责,qiǎnzé,动
6374,五级,欠,qiàn,动
6375,高等,欠缺,qiànquē,动、名
6376,高等,欠条,qiàntiáo,名
6377,高等,歉意,qiànyì,名
6378,高等,呛,qiāng,动
6379,五级,枪,qiāng,名
6380,高等,枪毙,qiāngbì,动
6381,高等,腔,qiāng,名
6382,三级,强,qiáng,形
6383,三级,强大,qiángdà,形
6384,六级,强盗,qiángdào,名
6385,三级,强调,qiángdiào,动
6386,五级,强度,qiángdù,名
6387,六级,强化,qiánghuà,动
6388,高等,强加,qiángjiā,动
6389,高等,强劲,qiángjìng,形
6390,三级,强烈,qiángliè,形
6391,六级,强势,qiángshì,名、形
6392,高等,强项,qiángxiàng,名
6393,高等,强行,qiángxíng,副
6394,高等,强硬,qiángyìng,形
6395,高等,强占,qiángzhàn,动
6396,高等,强制,qiángzhì,动
6397,六级,强壮,qiángzhuàng,形、动
6398,二级,墙,qiáng,名
6399,五级,墙壁,qiángbì,名
6400,五级,抢,qiǎng,动
6401,高等,抢夺,qiǎngduó,动
6402,高等,抢劫,qiǎngjié,动
6403,五级,抢救,qiǎngjiù,动
6404,高等,抢眼,qiǎngyǎn,形
6405,五级,强迫,qiǎngpò,动
6406,五级,悄悄,qiāoqiāo,副
6407,五级,敲,qiāo,动
6408,高等,敲边鼓,qiāo biāngǔ,
6409,五级,敲门,qiāo mén,
6410,高等,敲诈,qiāozhà,动
6411,高等,乔装,qiáozhuāng,动
6412,三级,桥,qiáo,名
6413,六级,桥梁,qiáoliáng,名
6414,五级,瞧,qiáo,动
6415,高等,瞧不起,qiáobuqǐ,动
6416,三级,巧,qiǎo,形
6417,高等,巧合,qiǎohé,形
6418,四级,巧克力,qiǎokèlì,名
6419,六级,巧妙,qiǎomiào,形
6420,高等,窍门,qiàomén,名
6421,高等,翘,qiào,动
6422,高等,撬,qiào,动
6423,四级,切,qiē,动
6424,高等,切除,qiēchú,动
6425,高等,切断,qiēduàn,
6426,高等,切割,qiēgē,动
6427,六级,茄子,qiézi,名
6428,高等,且,qiě,副
6429,高等,且（连）,qiě,连
6430,高等,切身,qièshēn,形
6431,六级,切实,qièshí,形
6432,高等,窃取,qièqǔ,动
6433,高等,钦佩,qīnpèi,动
6434,六级,侵犯,qīnfàn,动
6435,高等,侵害,qīnhài,动
6436,高等,侵略,qīnlüè,动
6437,高等,侵权,qīnquán,动
6438,高等,侵占,qīnzhàn,动
6439,三级,亲,qīn,形
6440,四级,亲爱,qīn’ài,形
6441,高等,亲和力,qīnhélì,名
6442,高等,亲近,qīnjìn,形、动
6443,四级,亲密,qīnmì,形
6444,高等,亲朋好友,qīnpéng-hǎoyǒu,
6445,高等,亲戚,qīnqi,名
6446,三级,亲切,qīnqiè,形
6447,高等,亲情,qīnqíng,名
6448,高等,亲热,qīnrè,形、动
6449,三级,亲人,qīnrén,名
6450,高等,亲身,qīnshēn,形
6451,高等,亲生,qīnshēng,形
6452,高等,亲手,qīnshǒu,副
6453,六级,亲属,qīnshǔ,名
6454,六级,亲眼,qīnyǎn,副
6455,高等,亲友,qīnyǒu,名
6456,三级,亲自,qīnzì,副
6457,五级,琴,qín,名
6458,五级,勤奋,qínfèn,形
6459,高等,勤工俭学,qíngōng-jiǎnxué,
6460,高等,勤快,qínkuai,形
6461,高等,勤劳,qínláo,形
6462,高等,寝室,qǐnshì,名
6463,五级,青,qīng,形
6464,四级,青春,qīngchūn,名
6465,高等,青春期,qīngchūnqī,名
6466,二级,青年,qīngnián,名
6467,二级,青少年,qīng-shàonián,名
6468,高等,青蛙,qīngwā,名
6469,二级,轻,qīng,形
6470,高等,轻而易举,qīng’éryìjǔ,
6471,高等,轻蔑,qīngmiè,动
6472,四级,轻松,qīngsōng,形
6473,高等,轻微,qīngwēi,形
6474,高等,轻型,qīngxíng,形
6475,四级,轻易,qīngyì,形、副
6476,高等,倾家荡产,qīngjiā-dàngchǎn,
6477,高等,倾诉,qīngsù,动
6478,高等,倾听,qīngtīng,动
6479,六级,倾向,qīngxiàng,动、名
6480,高等,倾销,qīngxiāo,动
6481,高等,倾斜,qīngxié,动
6482,六级,清,qīng,形、动
6483,五级,清晨,qīngchén,名
6484,高等,清除,qīngchú,动
6485,二级,清楚,qīngchu,形
6486,高等,清脆,qīngcuì,形
6487,高等,清单,qīngdān,名
6488,高等,清淡,qīngdàn,形
6489,六级,清洁,qīngjié,形
6490,六级,清洁工,qīngjiégōng,名
6491,高等,清静,qīngjìng,形
6492,五级,清理,qīnglǐ,动
6493,高等,清凉,qīngliáng,形
6494,高等,清明,qīngmíng,形
6495,六级,清明节,Qīngmíng Jié,名
6496,高等,清晰,qīngxī,形
6497,六级,清洗,qīngxǐ,动
6498,高等,清新,qīngxīn,形
6499,四级,清醒,qīngxǐng,形、动
6500,高等,清真寺,qīngzhēnsì,名
6501,高等,情,qíng,名
6502,高等,情报,qíngbào,名
6503,高等,情不自禁,qíngbúzìjīn,
6504,高等,情调,qíngdiào,名
6505,三级,情感,qínggǎn,名
6506,高等,情怀,qínghuái,名
6507,五级,情节,qíngjié,名
6508,高等,情结,qíngjié,名
6509,四级,情景,qíngjǐng,名
